Id,sentiment,text
6.3946E+17,positive,"@RichardOlrichs Hi, thanks for your great contribution in Oracle and i hope one day i may reach your levels. God bless you."
6.39549E+17,neutral,"Oracle Sets the Date for Its First Quarter Fiscal Year 2016 Earnings Announcement: REDWOOD SHORES, CA -- ( Mar... http://t.co/aem7pkzpWh"
6.39877E+17,neutral,@arJunebug lol bruh pls dont miss ur flight tommorow i had you winning with Oracle at 3rd Prof 2nd
6.3991E+17,negative,What agitates me is the dumb things Oracle does. Change behavior of program but don't change error checking. #FAIL https://t.co/bN3KhhC39a
6.39928E+17,positive,"hi New York peeps. did you know that you can see Oracle, Summon The Apgrod and a whole host of other #altgames at @Babycastles on the 10th?"
6.40118E+17,positive,"What makes a great #test leader? Discuss with @johannarothman at #SQGNE Wed Sept 9 @ 6:30 pm, Oracle, One Network Dr, Burlington, MA."
6.40144E+17,neutral,Oracle so transparently bought sun just to avoid to block the friends being supportive n shit.
6.40154E+17,positive,"Oracle, memcached, Engage API all running in Docker. You may applaud now if you'd like."
6.4063E+17,negative,Java was dead the day Sun died. I'm surprised so many tolerate(d) the bullshit Oracle community https://t.co/l8sz8xs4rQ
6.40646E+17,neutral,"@WendellPierce You baaad mutha shut yo mouth, just heard the interview for your memoirs @NPR Sunday. You're like an Oracle, a shinning Star."
6.40666E+17,positive,Our Ina &amp; Oracle location will be closed tomorrow the 7th. But we know you need to fill your Smoothie cravings... http://t.co/uEDLlwxGYX
6.40727E+17,positive,Oracle really stood and delivered. Proud of how the south performed! https://t.co/o1ThDBp9hy
6.40897E+17,positive,"Wake up to Database Innovation with Oracle: Breakfast Briefing, 10 Sep, London - http://t.co/531TF8iWgQ"
6.41605E+17,positive,Enjoy lunch on Sept 23 and learn how you can improve your database performance while reducing Oracle licensing costs http://t.co/JrEaggK81r
6.41616E+17,positive,Not Available
6.41633E+17,neutral,Not Available
6.35885E+17,neutral,"Protested the protest of Planned Parenthood this past Saturday in Austin, Texas.: Little did I know, being in ... http://t.co/wgbBDZnfSK"
6.35886E+17,neutral,Not Available
6.35931E+17,neutral,"Faye Wattleton was the youngest, longest tenured &amp; 1st black president of Planned Parenthood. a Q&amp;A, w/her daughter: https://t.co/sTuVLs2uAz"
6.35944E+17,neutral,Saturday's rally to defund Planned Parenthood drew hundreds in #COS. 8/28 still a day of prayer and fasting! http://t.co/dnrNOh9Uvw
6.35946E+17,neutral,I'll be talking about Planned Parenthood and the Christian response Wednesday on Periscope
6.36039E+17,neutral,Between 8am and 9am tomorrow we may see the next Planned Parenthood video. Check here: https://t.co/Kb2cc2VBjU
6.36144E+17,positive,"While in undergrad, Planned Parenthood may as well have been another class I took.  I learned so much about my... http://t.co/M0BoWPBUrr"
6.36164E+17,negative,@BrightonPatch Pics from Sat.'s protest of Planned Parenthood in Brighton.Did you give this any coverage? http://t.co/rhTff3BRPy
6.3617E+17,neutral,"The 8th video about Planned Parenthood has come out.  In light of this, it's important to remember that for... http://t.co/EIJnu2DL8v"
6.36173E+17,neutral,The 8th Center for Medical Progress Planned Parenthood expose video is up. Interview with Stem Express CEO Cate... http://t.co/TVOMKs3PSL
6.36201E+17,negative,Open devil worship comes to the rescue of Planned Parenthood http://t.co/rtfcKfqdIg
6.36212E+17,negative,".@marcorubio on Planned Parenthood videos: ""It's grotesque, it's barbaric, and there's more to come."" http://t.co/sHtChM7I7b via @lifenewshq"
6.36285E+17,negative,GOP leaders are willing and ready for the government to shutdown over funding of Planned Parenthood. Funding runs out September 30th.
6.36334E+17,negative,Planned parenthood may give other free services to people who need them but it is only the top provider in one thing: abortions.
6.36379E+17,positive,@horse_lawyer She may be my favorite Libertarian writer right now. Her response to the Planned Parenthood controversy was on POINT.
6.36438E+17,neutral,Interesting. Methinks the one baby that survived Planned Parenthood was #IranDeal. Think about it. https://t.co/FkEFhtndaZ
6.36584E+17,positive,Jeb Bush says he cut off funding to Planned Parenthood as governor | PolitiFact Florida http://t.co/P7CyCOHBhu
6.36603E+17,negative,"@wiskey1249 Yes, and Cruz is scheming to shut down the gov't in Nov. over Planned Parenthood funding."
6.36667E+17,positive,"Paul says even though they may not have votes to defund Planned Parenthood, 'I'm going to make them vote.'"
6.36675E+17,neutral,One of our staff members giving a speech at the protest in front of Planned Parenthood in Orange on Saturday.... http://t.co/Pwcg7pdtM1
6.36714E+17,neutral,Ted Cruz pledges DOJ will open investigation of Planned Parenthood on 1st day in office http://t.co/xeKfsUfLxD
6.36726E+17,positive,These Planned Parenthood commercials are beautiful b/c they inform the public that they are so much more than what many may think to be true
6.36727E+17,negative,"State + federal funds combined are about a third of Planned Parenthood funding, lets take back the 3rd it will help with the deficit. NOT.."
6.36758E+17,neutral,Not Available
6.36765E+17,negative,"Prochoice #UniteBlue Planned Parenthood's Foggy Evil: On Tuesday, the Center for Medical Pr... http://t.co/uBWmSrHgMo #PlannedParenthood"
6.36925E+17,neutral,Govt-shutdown caucus may not be ready to go to the mattresses over Planned Parenthood. https://t.co/PwanXq5TKG
6.36965E+17,neutral,Texas will defund cancer screenings at Planned Parenthood starting September 1. Here's what the media needs to know: http://t.co/tztQEzB8wq
6.37039E+17,negative,"Planned parenthood, Joseph Mengele, and Adolf Hitler salute you. You've done well for the 3rd Reich."
6.37052E+17,negative,"@OliveTulips @tedcruz Nice Try - but why do you #LIE! (#Obama lies2) ""Planned Parenthood does not provide mammograms"" http://t.co/VKktof9WXJ"
6.37086E+17,positive,So that we may spend eternity with Him in Heaven . Planned Parenthood must be shut down Violence begets Violence . Respect ALL LIVES
6.37258E+17,neutral,Do you live near York? Come stand with Planned Parenthood next Thursday -- details here http://t.co/BggGlI5kUf http://t.co/ulViTjc09N
6.37305E+17,negative,It would be refreshing for CNN to give as much attention to the monsters at Planned Parenthood as you are to a panda https://t.co/16C8BebIpB
6.3732E+17,negative,Planned Parenthood to give out free handguns with all abortions effective September 1st.
6.37328E+17,positive,"""They all want to defund Planned Parenthood.""  Thank God for that. https://t.co/YombU1SJls"
6.37352E+17,neutral,(Reuters) - Planned Parenthood filed a complaint in Alabama federal on Friday seeking to stop the state from defunding its health cli...
6.37389E+17,neutral,"Jindal's claim that Planned Parenthood can't sue may not hold up, experts say http://t.co/35GXrYJVsg | Because he has a LAW DEGREE?@#$%! #p2"
6.37405E+17,negative,Catching up on Sunday NYTimes: 1st thing Bobby Jindal is going to do as president is invade Planned Parenthood lol.
6.37529E+17,negative,"@delphinium83 1/20th the pay of a typical CEO, nice.  Planned Parenthood still a non-profit.  Appendectomies kill appendixes."
6.37565E+17,negative,@BarackObama is the 1st to call a Black man a NIGGAZ &amp; Call Black Women BITCHES. Why? He SUPPORTS Planned Parenthood. http://t.co/MPss7ucXfS
6.37641E+17,positive,Join us at the Stand with Planned Parenthood rally in York next Thursday! RSVP here now: http://t.co/N1rGBGVfg0
6.37659E+17,negative,.@tedcruz comes out swinging at Planned Parenthood re videos. Says on 1st day in office he wld instruct DOJ to investigate @PPact.
6.37706E+17,negative,Planned Parenthood admits it manipulates rules on fetal organ sales to maximize profit - Washington Times http://t.co/t9QC4TgYxt
6.38053E+17,negative,"""investigative video reveals Planned Parenthood may be committing infanticide, babies born alive, murdered, and sold."" ACLJ ""with child"" KJV"
6.38344E+17,neutral,Planned Parenthood fight and the Fed: The Fed may want to get ahead of policy risks and increase interest rate... http://t.co/ojQGU7Qe87
6.38389E+17,negative,"Planned Parenthood VP Says Fetuses May Come Out Intact, Agrees Payments Specific to the Specimen http://t.co/ZNls2HVGwz via @GulagBound"
6.38452E+17,negative,"You may try to suffer for there is cast into the Planned Parenthood facility in your gifts, you are above every decision is at work for p..."
6.3847E+17,negative,On Sunday morning Pastor Rob McCoy addressed the atrocity of Planned Parenthood and their selling of baby body... http://t.co/g5mA0378EE
6.38479E+17,negative,"If you are still wondering what laws have been broken by Planned Parenthood, read CMP's open letter. #defundPP https://t.co/PuJszdAyCp"
6.38519E+17,neutral,".@RubenKihuen also didn't budge on backing Planned Parenthood, came out for boots on the ground to defeat ISIS. Back to 5:30 everywhere Fri."
6.3864E+17,negative,@SquerbSocial He's calling out the slime in D.C I don't like his support of Planned Parenthood.. I think he's tax plan may be lax..
6.38761E+17,negative,"Prolifers held a large rally in Petoskey on Saturday. They were protesting Planned Parenthood, the nation's... http://t.co/sdZB7LZkbw"
6.38768E+17,negative,"If it weren't for Christians, the Aztecs would never have stopped killing babies (like Planned Parenthood does.) https://t.co/PhRTVJIldR"
6.38856E+17,neutral,ICYMI: Heres what you must know about Texas' decision to defund cancer screenings @ Planned Parenthood on Sept 1  http://t.co/9itHwYhB9a
6.38904E+17,positive,@ShannonBream  @FoxNews I will be watching Friday night at 10 est your special report on the Planned Parenthood scandal @CWforA
6.38904E+17,negative,"Love my @NRO, but 1st item under The Week in 8/24 issue about Planned Parenthood scandal was beneath you. I expect a little more, friends."
6.38904E+17,negative,"Ninth Shocking Video: One ""Just Fell Out"" of the Womb. Time to prosecute Planned Parenthood! http://t.co/Q3fJx60nO8"
6.38931E+17,negative,Not Available
6.38962E+17,negative,Missouri Health Dept May be Allowing Planned Parenthood to Break the Law to Do Abortions http://t.co/s0S8f7ecUF
6.39051E+17,negative,"Planned Parenthood Sells Intact Aborted Babies, One ""Just Fell Out"" of the Womb http://t.co/6ApZwGugHA"
6.39055E+17,negative,'It just fell out of the womb': 9th sting video shows how Planned Parenthood easily gets intact foetuses from ... http://t.co/02mcvRi91h
6.39118E+17,negative,"""Late on Monday, the Obama administration filed a so-called statement of interest at the court in support of Planned Parenthood. """
6.39213E+17,negative,The future must not belong to the butchers of Planned Parenthood! 9th video http://t.co/P36CTMMnIQ via @wordpressdotcom
6.39234E+17,positive,"RandPaul: Tune in to Fox News Friday night for a special on Planned Parenthood, brought to you by ShannonBream! http://t.co/pfv2aHx7LV"
6.3924E+17,negative,"just because ""the media"" won't say anything about it, Planned Parenthood's still doing its thrifty genocidal thing: http://t.co/00Yx9RvPfY"
6.39315E+17,neutral,@JosephRemiB @laura_lrnzo @amarquis32 They follow up at 10pm Friday with a FOX News Reporting going after Planned Parenthood.
6.39404E+17,neutral,.@ShannonBream anchoring @FoxNews special on the Planned Parenthood swirl tomorrow night. talk with her today at 10. http://t.co/DGYd6bCOzR
6.39422E+17,negative,STOP THE SLANDER AND LIES ABOUT PLANNED PARENTHOOD!! Arizona at Work is on the air Thursday 12-1pm MST (AZ time)... http://t.co/SFwzm1aGGG
6.39444E+17,neutral,Thank you @FoxNews for producing a special on the Planned Parenthood fetal body part scandal to be aired tomorrow night. #PPSellsBabyParts
6.39451E+17,negative,"1st he disallows use of Global Warming, now-&gt;Governor's office scrubs press release on Planned Parenthood http://t.co/nSy4JktYhg via @maddow"
6.39544E+17,positive,Hoping your tweet means u realize the importance of Planned Parenthood in early cancer screening for women. Do you?  https://t.co/OBvMjworom
6.39591E+17,neutral,"Tomorrow I'll respond to the often-repeated ""Abortions are only 3% of what Planned Parenthood does!"" http://t.co/hSqO6LzhKc #ProtestPP"
6.39592E+17,negative,Satan worshipers align with Planned Parenthood to defend the practice of chopping up babies for profit http://t.co/vrhE95ZLJ9
6.39649E+17,negative,An expose on what is REALLY going on at Planned Parenthood. See for yourself Friday at 10 pm PST on FoxNews https://t.co/EmmLDXvSlL
6.39775E+17,negative,Please!!! Watch Fox News 9pm central tonight (Friday) to see what Planned Parenthood is doing with with Millions of our  tax dollars.
6.39791E+17,negative,"Sure, they did. How heinous and barbaric, and yet, the democrats stand with PLanned Parenthood rather than BABIES! https://t.co/1rSoqYWVpL"
6.39822E+17,negative,"Everytime my mom calls me I answer with ""Thank you for calling Planned Parenthood, this is Karen how may I help you abort your child today?"""
6.39883E+17,neutral,A federal terrorism task force is investigating the fire at Planned Parenthood in Pullman http://t.co/pCjKQIpJmi
6.3989E+17,negative,"""America's Killing Factory"" A look behind the walls of Planned Parenthood.  Coming Monday September 14th @ 9pm  http://t.co/QczY5Y5a5Z"
6.3989E+17,negative,@FoxNews get the facts on Planned Parenthood from the conservative media? I didn't know it was funny Friday.
6.40123E+17,negative,"""The fire may keep the clinic closed a month or more, Planned Parenthood spokeswoman..org looking for a temp office""  Devil's hate fire  @AP"
6.40177E+17,neutral,"Every Sat I pass people protesting Planned Parenthood on my way to work, &amp; it makes me determined to donate more to them every fucking time!"
6.40189E+17,negative,There are no suspects yet in the arson fire at the Planned Parenthood building in Pullman. It was ruled arson after an investigation Friday.
6.40282E+17,negative,"If you're dumb enough to believe the Planned Parenthood sting videos, you are complicit in burning an office http://t.co/ifN31B9l3k"
6.40305E+17,negative,Not Available
6.4054E+17,negative,Democrats will say #BlackLivesMatter as they march you right up to the doorstep of Planned Parenthood. http://t.co/NrOXWR9bL9
6.40594E+17,negative,"PLANNED PARENTHOOD is the focus of something others like say maybe church based hospitals may be doing , the market did not birth with them"
6.40774E+17,neutral,PolitiFact Sheet: 8 things to know about the Planned Parenthood controversy http://t.co/QbbsS6r2Lo via @PolitiFact
6.41267E+17,negative,"MT @RepGosar: My 1st read of the day from @FoxNews: Congress returns to tight deadlines, key farts on Iran deal, Planned Parenthood"
6.41305E+17,positive,"Planned Parenthood Continues to Stand Strong by Meagan Gallagher On July 14, a group calling itself the Centers... http://t.co/OCLBflZ7Kz"
6.41328E+17,neutral,"You can tell Joy Behar is back on the view,defending Planned Parenthood,saying only 3% of their business is abortion related,c'mon man!"
6.41357E+17,neutral,"Going to shut the gov't down over Planned Parenthood, Tom? https://t.co/h6YKYLOdPY"
6.41367E+17,neutral,"What's behind the attacks on Planned Parenthood? NEW SHOW Thurs 9-10pm @WBAI Sunsara Taylor, SisterSong statement, more @4womenslib @ssedoga"
6.41451E+17,neutral,Going to Planned Parenthood on Monday because 1.) I haven't gotten a basic physical in two years 2.) I am writing a piece on it for Affinity
6.41581E+17,neutral,"The U.S. Justice Department sided with Planned Parenthood in its court battle with Louisiana Gov. Bobby Jindal (R) Monday night, telling a"
6.41588E+17,negative,Congress will hold its first hearing on the Planned Parenthood controversy. Guess who wasn't invited to testify? http://t.co/kvkcKs3AcS
6.41618E+17,negative,"While not fantastic for Planned Parenthood, those calling for defunding arent being honest about deceptive videos. http://t.co/pf2PltXmA6"
6.41626E+17,negative,LIVE: I'm at @HouseJudiciary's 1st hearing on the callous videos of Planned Parenthood's alleged abortion practices http://t.co/lAxACKVYwN
6.41635E+17,negative,That awkward moment when the GOP puts Planned Parenthhod on trial without letting Planned Parenthood defend itself http://t.co/jO5Wmxbazz
6.4167E+17,negative,@TGowdySC may God bless you in your fight against Planned Parenthood! Shutting down government would make sure women never get healthcare
6.41139E+17,positive,"Seriously, reminder that the Pope is no figurehead.  He is the leader of the Catholic Church.  He has real power, limited though it may be."
6.41151E+17,neutral,DAILY POST: POPE reveals why he likes UHURU so much! See what he told WAMALWA! OBAMA may faint http://t.co/JfqHPgxwwM
6.41157E+17,negative,Even the Pope thinks Cameron is a douche https://t.co/ACbeo0eGkj
6.41162E+17,negative,"The pope is being a bae again, but I feel like the Catholic church could be giving more to relevant charities. https://t.co/QW532U0ddP"
6.41171E+17,negative,Even when the Pope says something nice he is saying something rotten. https://t.co/BifgNJvayK
6.41174E+17,neutral,Cross Wires Tuesday headlines: Pope's Motu Proprio changes the way Catholics get annulments; Catholic parishes... http://t.co/DQk7lfwlim
6.41177E+17,negative,"Hey @TonyAbbottMHR, the Pope missed your communique on just looking after the Christians.  https://t.co/gDLUTXe6B2"
6.41184E+17,positive,"Love the combination of pics here: Pope at the gate, about to be released into the wild...? https://t.co/azBEmAnF8E"
6.41188E+17,neutral,The Pope and Mussolini: The Secret History of Pius XI and the Rise of Fascism in Europe review | Books | The Guardian http://t.co/FGe6kuSjcd
6.41206E+17,neutral,Good Tuesday morning. Big news out of the Vatican:  Pope radically reforms Catholic Church's process for annulling marriages. @GMA
6.41211E+17,negative,"@RealJamesWoods in similarly shocking news, the sun is hot and the Pope is Catholic. Can't believe there is anyone who trusts this woman."
6.41211E+17,neutral,"Beginning today at noon., 10,000 tickets will be available to the public for the Pope's event on Saturday,... http://t.co/WWuJO6GpII"
6.41213E+17,neutral,( #TeamVillanosFDL ) Pope to make annulment changes: Pope Francis is expected to announce revisions on Tuesday... http://t.co/5yFUk0sz40
6.41217E+17,positive,Tickets to see the Pope go on sale today at noon.  The rest go on sale tomorrow.  Here's the link and all the info: http://t.co/KA8KG8nTG8
6.41228E+17,positive,"This radical Pope is close to getting excommunicated ;) May the Force be with you always, @Pontifex.  https://t.co/mWJGbDAMU7"
6.41231E+17,positive,@TheLocalEurope @Fjordman1 DE LABORE SOLIS = He is the last Pope for the Prophecy ! The Sun &amp; OUR Gods come back ! http://t.co/I0pqBtp4ek
6.41232E+17,positive,[KCCI] Pope changes annulment process for divorced: Pope Francis on Tuesday radically reformed the process by ... http://t.co/iNMvrlzZw6
6.41234E+17,neutral,"obama &amp; the pope are everywhere. theyre getting everyone accustomed to seeing their faces everywhere. when sunday law comes, it'll be normal"
6.41236E+17,positive,Not Available
6.41236E+17,neutral,"@Zoraidasambolin Life long Catholic but some of rules nonsensical.  Remember Venial sin, no meat on Friday's? So I don't worry about Pope."
6.41239E+17,negative,"@DennisDMZ   And now the Pope who has forgiven annulments.   I think his words were ""fuck and be fucked""   I may have translated that wrong."
6.4124E+17,positive,"December 8 begins the Pope's ""year of mercy""."
6.41242E+17,negative,Not Available
6.4125E+17,positive,This pope is so cool I may just remake my MySpace so I can add him to my top 8
6.41251E+17,negative,Anyone else feel like Cool Pope may be in jeopardy of going down Julius Caesar-style?
6.41251E+17,neutral,@TwickMuseum We understand that the site should reopen next Tues. Pope's Urn will be officially launched by Lord True on Mon 21 Sept
6.41253E+17,positive,Families take in refugees as Pope calls on Europe's churches to open their doors - http://t.co/Qi8Gsgq7HX 1st X I disagree with his Holiness
6.41253E+17,negative,Are they closing all schools 4 the Pope visit or the Million man march anniversary???? Foolishness. ...
6.41258E+17,positive,"C'mon, do you wanna popular pope or a strong spiritual leader? Popularity and the Pope http://t.co/WB9s7qOiIK #catholic #popefrancis"
6.41258E+17,negative,Not Available
6.41262E+17,neutral,"@Reuters The Pope may get applause, but it is actually another e.g. of the church being pulled along by modernity. Still a long way to go."
6.41266E+17,neutral,"Pope simplifies Catholic marriage annulment: Pope Francis, making the most substantial changes to Catholic mar... http://t.co/puSOEsVGzB"
6.41267E+17,neutral,@SEPTA_SOCIAL Re Pope: is it possible to take MFL from 2nd to 34th on MORNING of MONDAY Sept 28? When does MFL resume regular sched/stops?
6.41271E+17,positive,"Join the Moral March in Washington, DC on September 24: On September 24, Pope Francis will address Congress on... http://t.co/QfyWQ5ys2X"
6.41283E+17,neutral,Tried to get Pope tickets but it sold out hotter than any concert!  Will try tomorrow at noon!
6.41288E+17,neutral,The Pope Wants To Make Annulling a Marriage Easier - Pope Francis on Tuesday revolutionized the procedure for Roma... http://t.co/x166DJP8Tj
6.41296E+17,negative,It was just a matter of time. This Pope's day may be numbered as head of church -&gt; Conservative dissent is (cont) http://t.co/eEdlaePs3E
6.41298E+17,neutral,Pope radically simplifies Catholic marriage annulment procedures: VATICAN CITY (Reuters) - Pope Francis on Tuesday made it simpler an...
6.41305E+17,positive,@heatherw25 I just hope the You Only Pope Once pale ale doesn't go quite as fast in Cape May that weekend
6.41309E+17,neutral,#World: Pope's faster annulment plan may mean less in U.S.: Pope Francis has just reformed t... http://t.co/8P7Fb9mtfY via .@TheNewsHype
6.41312E+17,neutral,@RorateCaeli @ProtectthePope Thanks 'pope' Francis for quickie divorce VII style. 2nd Council + Novus Ordo the work of Masonic infiltrators
6.41313E+17,neutral,Its been a hard days fishing  today my 1st fish a ruffe a good start I thought I'd been blessed by the pope! http://t.co/tucMpVm20U
6.41315E+17,positive,@RichardJonatha call Hafiz saeed sir he may help u out. Maybe Pope can b handy . Try it.
6.41318E+17,positive,"Celebrating the Pope: What Makes Pope Francis Tick? FREE webinar: Sept 10, 7-8p EDT More info: http://t.co/awgzJYMTz7 @MattBunson presents"
6.41323E+17,positive,"As a Jesuit Pope visits the US, you may have questions about us. Check out the US and Canada Jesuits' resource page: http://t.co/dkw27zY531"
6.4133E+17,neutral,Pope Addresses Portugal's Bishops on 5-Yearly Visit: Pope Francis on Monday received in audience the bishops o... http://t.co/vL5T2T9Z1E
6.41331E+17,neutral,Question!!!!!! Somebody settle this for me.....  when the pope comes in town the weekend of the 25th of... http://t.co/6DNTE0xjaL
6.41331E+17,positive,The Pope is only as nice as he has to be to lure you back in: Cool Pope strikes again: Pope Francis on Tuesday... http://t.co/ALybE0Tl8K
6.41332E+17,positive,"Pope Francis USA tshirts on sale for $10 to Mr. Hylka-room 219 by Thursday 3pm. These will be worn 9/23, the day the pope arrives in the US."
6.4134E+17,neutral,I wish the Pope would do ANYTHING other than canonize Serra when he visits my school on the 23rd.  I really like... http://t.co/U9LcnM7dCS
6.41345E+17,positive,"Looks like I have a 1/3 shot at getting tickets to the Pope's Mass. So if anyone isn't busy at 12EST tomorrow, I'd appreciate some help."
6.41347E+17,positive,"Pope Benedict XVI 1st to quit in about 600 yrs, feared a bad pope would be chosen.  http://t.co/Qtvmr4xNcc https://t.co/asrPlVYydb"
6.41353E+17,positive,Hey everyone go vote so the POPE vs Woodstock game can be shown live on TV on Friday!           http://t.co/eaAPxLtYRr
6.41359E+17,positive,"Went on a tour of the Basilica, where Michelangelo was buried. Going to the Sistine Chapel tomorrow. Pope is speaking there."
6.4136E+17,negative,It was a Disrespectful Travestys for POTUS to send 2 Pro-Aborts (Pelosi &amp; Biden) to the Pope's Installation! https://t.co/a9ivhV29eV
6.41363E+17,positive,Not Available
6.41365E+17,positive,Not Available
6.41369E+17,positive,I am glad the Sanhedrin is back in business (because of the 3rd Temple) and will be trying Obama and the Pope in absentia Well deserved.
6.4138E+17,positive,"If you missed out on Pope tix for Independence Hall,just annnounced 2 more tix avails online 4&amp;8pm Wed @fox29philly http://t.co/FOYiCO4hQg"
6.41386E+17,positive,LADY TECNIQ NEWS A Quick Pope Primer: Things to Know Before His Historic Visit to the United States Later This Mon... http://t.co/jRh7bG0zbL
6.41407E+17,neutral,Pope's faster annulment plan may not mean as much in the US. http://t.co/JQT2PL2GNg @Pontifex
6.41408E+17,positive,Today the Pope announced making it easy to get an annulment. Coincidence that today is my 25th wedding anniversary? #omen #wtf #SignFromGod
6.41413E+17,neutral,Sen. Schumer to announce Wednesday the winners of tickets to see Pope http://t.co/aoZ17ZBgOq
6.41416E+17,positive,WISCTV_News3: Pope's marriage annulment changes expected to make church more inclusive #news3  http://t.co/f7uPXynC7q
6.41416E+17,positive,Not Available
6.41424E+17,positive,Not Available
6.4143E+17,neutral,Not Available
6.41433E+17,positive,We just had a great time with Joyce Coronel with The Catholic Sun.  She interviewed several families who are going to see the Pope.
6.41436E+17,neutral,What's going on? Tickets for pope Mass available Wednesday - The News Journal http://t.co/nuBKBMFBFY Get found -&gt; http://t.co/nbAPjWTaKw
6.41437E+17,neutral,Not Available
6.4144E+17,positive,"""I wonder if the Pope watches our games"" - @joeschmidtiv may be the quote of the season"
6.41441E+17,neutral,My Jesuit university sent out an email saying the Pope will be giving mass at Madison Square Garden on September 26th. Starts at 6:30
6.41448E+17,neutral,@jimmykimmel @RitaOra @chrisbrown so you balance out an American hero with a  woman beater? Who's on tomorrow the pope and O.J?
6.41476E+17,neutral,Is the Pope a Catholic? Do they drive PU trucks in Alberta? https://t.co/8MtvAP9FIl
6.415E+17,neutral,Not Available
6.41504E+17,positive,"Religion's power is not in becoming more like you but in showing you an ideal to copy. So while many may like the pope's changes,as an (1/2)"
6.41512E+17,neutral,"@AnGeLiTaHpsycho @jillkentok The Pope is way advanced than the century self, he's probably in 23rd LMAO"
6.41512E+17,neutral,"Pope says marriage annulment should be free, new rules may mean marriages can be annulled in just 45 days in some cases."
6.41541E+17,positive,@tousledlwt so the pope visit the philippines somewhere in january
6.41552E+17,positive,"@bertyashley @RichardDawkins Better call the Pope. He may be more sympathetic, one never knows."
6.41557E+17,positive,Hope the Pope heard about it  https://t.co/scTGFNmR8L
6.41562E+17,positive,"September 23 , CERN, Pope meets congress for the first time ever.. Y'all betta wake up.. It's bout to go down ..... http://t.co/ZSyFuidu8F"
6.41579E+17,positive,The Pope is coming &amp; our 1st graders are learning about his travels with Flat Francis! Mrs. Donohue you're awesome! http://t.co/s3QoI1TuOe
6.4158E+17,positive,Serbian President to Visit Pope Francis on Friday: Serbian President Tomislav Nikolic will meet with Pope Fran... http://t.co/sUNcLqpIx9
6.41582E+17,negative,@Michael_Nutter like how are ppl supposed to pay rent? Should i ask the pope on the 26th when he comes?
6.41606E+17,positive,Focus on Faith and Climate Change: Pope Francis &amp; the 4th era of the Catholic Church's engagement w/science http://t.co/jWS4qnnTbU Premium
6.4161E+17,neutral,"More confusion from Francis, the First Merciful Pope http://t.co/Rw9Hipkych"
6.41612E+17,positive,@CatObserves Pope to make historic US Congress address on Sept 24 - News - http://t.co/8XJsF4pqvd http://t.co/EjHybZfW7t @jamaicaobserver
6.41613E+17,neutral,Not Available
6.41613E+17,positive,Pope concelebrates Mass with Armenian Patriarch: History was made on Monday when Pope Francis concelebrated mo... http://t.co/9ark3Hrrne
6.41616E+17,neutral,"Skimmed it  May not LIKE the SCOTUS decision but it's THE LAW. No offense, but your Pope? Climate Change? seriously? https://t.co/xg2ErQjdvH"
6.41625E+17,neutral,@irishfluke_ oh there UE Monday ok. I wonder what days we'll have cause of the Pope
6.41631E+17,positive,"The Little-Known 9th C. Marriage Crisis &amp; the ""Great"" Pope Who Stood Firm | ChurchPOP http://t.co/PKpTEFoviF http://t.co/vBvM8J7gOw"
6.41642E+17,positive,Not Available
6.41643E+17,positive,The Pope RSVPd. Have you? Take your selfie with the pop-up Pope at our Fall Social on Monday! http://t.co/jHdq6ZvWIw
6.41644E+17,neutral,@PopeLeoXII The theologians of the Church teach that the See may be vacant at the death or resignation of a Pope until a new one is elected.
6.41649E+17,positive,tbh I may be even more excited about the Pope's joint session with The U.S. Congress than his public appearance/ Mass in philly
6.41653E+17,neutral,How the pope's personal experience with annulments may have led to reforms https://t.co/ejAOvcirzw via @DeaconsBench
6.41656E+17,positive,Come say hello this Saturday at Founder's Day... Just look for the Pope! http://t.co/auLKY5rtOp http://t.co/n1qIf1wPmm
6.41658E+17,negative,We just got an email warning us that THE POPE IS COMING in two weeks. The next email said that BIEBER IS COMING tomorrow. ACK.
6.26083E+17,positive,"Pride Parade - join the @VancouverPride festivities this Sunday happening in the West End, from 12-3pm! http://t.co/Np5PDOZ8lk"
6.2613E+17,positive,"Embrace community diversity, &amp; unity once again as the Pride Parade celebrates its existence for 37 years this Sunday http://t.co/76DTaRhzZJ"
6.26381E+17,neutral,"Find out about road closures on Saturday 1 &amp; Sunday 2 August, due to Pride Parade &amp; Village Street Party at http://t.co/fVzlO8YZUM #Brighton"
6.26461E+17,neutral,@wildandkyung btw from one gay babe to another; what do u think i should wear to pride parade on saturday? it'll probably be raining but-
6.26473E+17,neutral,I couldn't get Aug 16 off I'm so sad I really wanted to go to the pride parade
6.2651E+17,positive,"In case you missed it, or want to look for yourself, last Sunday's 21st annual #LdnOnt Pride Parade airs at 8 p.m. tonight on Rogers TV."
6.26678E+17,positive,I'll be joining @JustinTrudeau in Vancouver's Pride Parade Sunday. Walk with us! http://t.co/ynnw2jL4ax #burnaby #vanpride #lpc
6.26733E+17,positive,Bus services in Liverpool city centre will be affected on Saturday due to the Pride Parade http://t.co/GIxZlG8PRf
6.26751E+17,positive,There better be a cold beer waiting for me at the finish line to the Pride Parade on Sunday! #thisisnotajoketweet
6.26785E+17,positive,SOGIC and #LawyersWithPride are getting ready for the Pride Parade in Vancouver this Sunday. Hope to see you there! http://t.co/dsKnquJOKt
